comments,0/1
Five Stars Please with the CD.,1
"Happy man i am What can i say, it kept the children rooted to their seats. Happy man i am. 3d was really good quality.",1
Five Stars Great value for money and great service thank you will buy again from this seller,1
Yeah yeah yeah we have heard it all before haven't we? This is less of a review about the book and more about Richard and his writing/speech styles in general.  I think the best way to describe Richard is as the 8 year old that likes to make the younger kids cry by telling them Santa isn't real. A fairly apt metaphor considering that it is not a great stretch to imagine his books and to a degree his speechs were in fact written by a child. These tend to be little more than disjointed rants on how established religion is wrong. I would continue but I have better things to do than get into why you shouldn't spoil the magic for small children. Read one Dawkins book... then there is little more to gain from this.,0
Great catalogue of songs Bought this for my guitar playing dad. He loves the Beatles and this has most of their songs. He loved it as an Xmas gift.,0
not good Doesn't let me play videos and crashes forces it closed and doesn't show recent posts  or notifies when there is a comment etc,0
yep Quite hard when you don't buy credits but still an amazing free game,1
"Reading """"Railway Man"""" I was intrigued by the subject matter.I am a Quaker and have heard tell of, and seen  photographic and other exhibitions of, peoples' real-life experience of forgiveness on occasions when this would have seemed impossible.<br />The cover cheapened the story but I suppose further supported the fact that it has been filmed.<br />It is written with realism and benefits from the fact that it includes Eric Lomax' early life.",1
"ONE OF THE WEAKEST DEAD'S YET Coming on the back of the enjoyable and clever \\""""Diary Of The Dead\\"""" it's sad to say that \\""""Survival Of The Dead\\"""" is quite a weak zombie film. Which is a pity as it seemed that George A. Romero had re awoken his own franchise with 2005's highly successful \\""""Land of the Dead\\"""". This movie just feels real weak compared to all previous entries, in fact the zombies barely play a part and there's no scenes that will have you jumping, Yes it could be to do with the budget of only 4 million but Romero's never really had big budgets before and after all \\""""Diary Of The Dead\\"""" only had a budget of 2 million.    The movie basically picks up where the last movie ends in that a bunch of renegade soldiers rob the belongings of the cast of \\""""Diary Of The Dead\\"""", while this is going on there's a war going on an island that is supposed to be zombie free. Of course everyone will descend on to this island and battle the zombies, but unfortunately it doesn't work that way and the story turns into who gets control of the island and the Zombies are really only in the background.    There is no extras included and the movie has a dated feel to it and if Romero's name wasn't attached to it we probably won't make it till the end. If you have seen the previous dead's then it's worth a look but if you only have a passing interest then don't bother!",0
Five Stars A must have for anyone who does weight training or bodybuilding.,1
"Harry Potter and the Deathly Hallows Overall a good story, all the way through all 7 books I believed Snape was a basically good guy who just had a chip on his shoulder, even when he killed Dumbledore it had a conspiratorial air to it. Unfortunately his character goes out with a whimper which was a shame.<br />Anyway, this book starts well, but then deteriorates in to several hundred pages of camping that is completely irrelavant, unneccesary and thankfully will be missed out of the film. After a very dull middle, the ending was gripping but too rushed and short - the final few chapters from the return of Ron and finding the sword onwards should have been given more importance. I agree with other reviewers that some characters who died didn't kneed to - Lupin, Tonks, Fred etc, I expected Draco to have a bigger part in the end, bad or good, Lucius could have been sacrificed. Not too worried about Dumbledore - he was thinking of the greater good and probably didn't tell Snape the whole story anyway. Another question - how did Neville get the sword back off Griphook?<br />The eplilogue was a bit silly, why jump 19 years, are there plans for a new series???<br />My main issue with this book was this - I felt the writing style was out of step with the other books, so much so that I am now re reading \\""""Half Blood Prince\\"""" and to me they look like two different writers, comparing \\""""Half Blood Prince\\"""" to \\""""...Hallows\\"""" is like comparing Tolkiens \\""""Lord of the Rings\\"""" to Dan Browns \\""""DaVinci Code\\"""" - which one was written by a ghost wirter and which one by JKR? Some of the language is almost biblical - \\""""Smiting...?\\"""" and extremely ham fisted. I much prefer the previous book which I believe is the best of the series, closely followed by \\""""Prisoner of Azkaban\\"""". What could have been 5 stars for the story is downgraded because it looks like an ameteur wrote it.",0
"time killer As a fan or th&egrave;se sorts of games i have played many before, i enjoyed this game but it could of done with been alittle more difficult still however a good way to pass alittle time.",1
Three Stars ok game a rip off from clash of clans but not as good,0
Five Stars great film very impresed,1
Awesome game!!!! Fantastic game awesome!!!!,1
"Not too great Although this isn't a bad album, it isn't that good either. Norah Jones doesn't challenge herself and just makes the same music as her previous albums. If you are a fan of her back catalogue you'll probably love this as it is more of the same, if you looking for something new and different stay clear of this.",0
Three Stars ok game,0
Farm mania Farm mania is a fantastic game I love it I'm always play in  it everyday and  I never get bored of it x:),1
NY version of Sherlock. Great. Jeremy Brett is 10 out of 10.<br />Cumberbatch is 9 out of 10.<br />Jonny Lee Miller is 8 1/2 out of 10.<br /><br />Really enjoyed season 1 of the latest version of Sherlock Holms. I don't feel that there is 1 weak episode. Miller has made the NY role his own. I'm on my second run thru of the first series and cannot wait for season 2.,1
"Very disapointing I almost put this book down a third of the way through but persevered as it was a present from my stepdaughter. As many others have said, none of the characters in the book are likeable and I found myself turning pages hoping they would all come to a nasty end...unfortunately not (except one). One of the most anticlimatic endings ever - I can only guess that the author is planning a sequel, which I will not be reading.",0
great game Game has great graphics and great cars worth the space,1
Five Stars A fun film.,1
"So disappointing The band i love are clearly no more. The first three albums are insanely good. Puzzle is pretty good and then the slide starts. This isn't Biffy as i know them. Its a pop record. In fact it's worse, it's a Fall Out Boy Album.<br /><br />Its not the worst thing i've ever heard, but its not the best either. You can stick it on in the backround and it's completley inoffensive but if you pick any song off either cd and then play some kinda wixxard, justboy, liberate the illiterate, bodies in flight or man of his appaling stature, to name but a few of a great many, right after and you'll hear the difference. This doesn't rock. There is no dynamic shift volume wise between the loud and the quiet thus deadening any impact. The song structures which were once scattershot and deliciously all over the place are now predictable and dull.<br /><br />Biffy have now become just another band. Like the Kings of Leon and several others of that ilk, three great records and then descent into radio friendly inoffensive dullards whereupon it becomes impossible to differentate between the songs because they substituted rock for blandness, ticket sales and safety.<br /><br />I won't knock anyone for liking this, that's their call and i'm not that guy, but for me, not good.",0
Five Stars Her best yet!,1
great app I love you tube mainly for its music content also for memories of the past which i use to help people with dementia and altziemers at a large care home where i am a volounteer.,1
"Good but the older ideas were better I've loved Leonard Cohen from the first time I heard 'The Songs of...' some 15 years after it's release, and then subsequently discovered the rest.  Cohen may place himself a hundred floors below Hank Williams in the Tower of Song but there weren't that many songs in the 20th Century that bettered 'Famous Blue Raincoat', 'If it Be Your Will','The Story of Isaac', 'The Stranger Song' or 'I can't forget' or....(substitute your own favourites).  Fantastic to see Cohen on the road again (whatever the reasons, and even if the shows themselves were a bit slick and over rehearsed it was a joy just to be there) and now making a new LP.  But whilst he undoubtedly has something new to say about the ageing process from within his own unique myth(ology) is what he says (and how he says it) really on a par with his best work?  The murmur of his voice gives real atmosphere but the songs are slight in comparison to the really great ones in his astonishing canon.  5 stars? Maybe for the uniqueness, the staying power, the heritage.  But if being judged purely on the work itself this is nowhere near the real 5 stars work of, for example, 'Songs of Love and Hate' (at times breathtakingly beautiful, at others agonisingly visceral) or 'I'm Your Man' (some of the best tunes and some of the finest and funniest and touching of his words).  We shouldn't insult the man by suspending all critical judgement - he deserves better than that.",0
typical Its the kind of book where once you've read it you never want to read it again. No offence I am a massive hills fan and was intrigued to see lauren conrads book. But this is literally the same life story of any teenager dream.<br /><br />And worst of all the style in which is written is definitely lacking.,0
"Be aware that it is a concert! I bought this recently after watching the 10th anniversary show and adoring it. However, it was not made particularly obvious that this, being a concert at the O2, is more about the singing and there is a very small amount of acting involved. I was also personally not a fan of a few of the performances, for example Matt Lucas. However, Lea Salonga was fantastic as a star risen from Eponine to Fantine and I was pleasantly surprised by the work of Nick Jonas. Alfie Boe gave a good performance but I am always to be biased by the pure talent that is Colm Wilkinson. The vocal performance given by Ramin Karimloo was always going to be something spectacular after his roles as Raoul and the Phantom in the Phantom of the Opera and he did not disappoint. Perhaps a more prominent role would have been suited though. All in all, a good [u]CONCERT[/u] provided that you know what you're getting. I would just prefer to see a show",0
fun Fab fun game really enjoyable,1
"Kindle fire Love it, it can get be reeeeeeally tricky and reeeeeeally easy but either still a very addictive game can't put it down and find myself asking anyone for answers even after promising I wouldn't :)",1
I love it Excellent,1
not good  need info how to send back Not wot i sent for  i been trying to get hold of to to get re fund  still trying to get re fund,0
"wrong description This CD is wrongly described on the product description and it is not the recently remastered 2 cd edition issued by esoteric records, if you want the cd as described dont buy this item, I had to return my copy and get a refund and reorder.",0
"ARE WE THERE YET? Lee Child seems to make a point of describing Reacher's build in detail - from his 6'5\\"""" frame, 3XLT clothing, 50\\"""" chest, and large hands and long arms (that almost drag the ground when he is seated in a chair).  Perhaps this is to reinforce the fact that Reacher is NOT the diminutive Tom Cruise as Hollywood appears to have insisted.  With a freshly broken nose held together with a piece of silver duct tape, Reacher is having a difficult time hitching a ride.  It is a cold night in Nebraska and fifty-six cars have already passed him by.  When number fifty-seven finally stops to offer him a lift Reacher steps into a new adventure that is part suspense thriller and part political commentary, a place where everything and everyone are not what they seem to be.  The only constant is Reacher.  He is still the strong, silent ex-military cop who travels via his thumb and owns only one set of clothes at a time.<br /><br />A WANTED MAN gives us a look at government run hotels, counterterrorism units including the ongoing dual between the FBI, CIA and local law enforcement organizations, the un-surprising disclosure that every embassy in the world has a \\""""trade attach&eacute;\\"""" which is just another word for a functioning covert operative (spy).  The reader is also privy to the machinations behind banking operation that deals in a most unusual form of \\""""currency\\"""".<br /><br />The first half of the book moves along pretty slowly as Child slowly unveils all the players in this game and lays out the intricate details and it is not until the second half of the book that all the marbles begin to fall into place.  This offering is more atmospheric as not as addictive or adrenaline fueled as some of the other Reacher adventures,  and while it will not take a place among my favorites in this series, it is nonetheless a pretty good read.",0
"Great service as usual Nice songs, grows on you",1
"A curate's egg. I had mixed feelings when I bought this film.  On the one hand it got lukewarm reviews from critics on release.  On the other hand, it's an Aardman film which should guarantee a certain level of quality.<br /><br />On watching the film I've decided it's a bit of a mixture.  The story is based on the concept of Santa as a dynasty rather than a single individual and revolves around Arthur(James McEvoy), the younger son of the current Santa.  Arthur is a well meaning but clumsy chap who has been assigned post room duties to keep him from unintentionally disrupting the smooth running of Santa's organisation.  That smooth running is down to elder brother Steve(Hugh Laurie) who runs Christmas with military precision.  He has devised a massive computerised control centre and a 150,000mph giant sleigh which looks like a spaceship.  Crack teams of elves abseil from the ship er sleigh to break into homes and prepare the way for Santa(Jim Broadbent)...who doesn't appear to do very much at all.<br /><br />This part of the film is very well done and answers many of those niggling questions kids have about how Santa actually gets things done.  The Christmas delivery scenes unfold at a frantic pace which doesn't let up until deliveries are over and Santa is back at base.  The S1 Sleigh is beautifully realised and lovingly shot like a spacecraft complete with lens flare when it turns in front of the rising sun.  The base is a vast mission control with ranks of elves sitting at computer screens tracking and controlling the Christmas delivery.<br /><br />Santa is thinking of retirement.  He can't keep up with Steve's technology or organisational skills.  Steve is counting the days until he becomes Santa.  Arthur meanwhile, is happy to sit in the post room, sorting and answering letters.  Unfortunately for Steve, a single gift goes undelivered and he and Santa make a management decision not to bother going back out with it.  Appalled by this decision (as was I - poor characterisation) Arthur enlists the help of his Grandad(Bill Nighy) who was the previous Santa.  Together they liberate an old sleigh and some reindeer that Grandad had been training on the sly.  They then set out to deliver the last present. In this they are aided by feisty elf Bryony(Ashley Jensen), a kind of ninja wrapping commando who puts the cowardly bumbling Arthur to shame with her bravery and determination.<br /><br />This section of the film is where things go off track a little.  Arthur and Grandad experience various mishaps which include being stranded on a beach, attacked by lions and being shot at by the military.  There are periods when Arthur is having his doubts and these drag the film down a little.  I find it difficult to believe that Santa would elect not to deliver the final present because it was too much bother.  The military reaction to the discovery of a wooden craft flying through the sky on Christmas morning is somewhat preposterous too, especially when you know that NORAD operates a Santa tracking website every year.<br /><br />The film draws to a close with the whole family working together to deliver the last gift.  Mrs Christmas spurs her husband into taking action and helps the Christmas family to realise that teamwork is the key to ensuring a successful Christmas.  (Although it is only hinted at in the film, Mrs Christmas is obviously the power behind the team and takes care of the political stuff like agreeing treaties with Greenland).  Following a complaint about plot spoilers I have amended this part of the review and will say no more about how the film turns out.<br /><br />Somehow this film has all the ingredients bar one - Christmas magic.  That just seems to be lacking.  This may be partly due to the characters.  They are a little too flawed.  Arthur is likeable enough apart from a really annoying laugh.  Santa is portrayed as totally out of his depth yet willing to take the credit for running an operation he doesn't even understand.  Steve is too much like a puffed up corporate exec interested only in the logistics of Christmas.  Grandad is a weaselly old man obsessed by showing that he can still do Christmas.  The film is a good watch, on a par with Flushed Away but it will never supplant Polar Express or Muppet Christmas Carol in my heart.<br /><br />Update January 2013.  My son watched this movie a lot over the Christmas period declaring it to be the best Christmas movie ever.  I've watched it 2 or 3 times myself and it has grown on me somewhat.  Maybe I'll review my star rating next Christmas.s too much like a puffed up corporate exec interested only in the logistics of Christmas.  Grandad is a weaselly old man obsessed by showing that he can still do Christmas.  The film is a good watch, on a par with Flushed Away but it will never supplant Polar Express or Muppet Christmas Carol in my heart.<br /><br />Update January 2013.  My son watched this movie a lot over the Christmas period declaring it to be the best Christmas movie ever.  I've watched it 2 or 3 times myself and it has grown on me somewhat.  Maybe I'll review my star rating next Christmas.",0
poor sound Sound was not very load had to have it turned up very high picture was good,0
Four Stars a bargain,1
"Decent little flick Good blu ray presentation of pretty entertaining film. Performances are good, with Gwyneth excellent and doing her own vocals on the songs. PQ and AQ good, as they should be on a recent release.",0
Four Stars Very good,1
tiring This book is very boring to read. Roth really seems to believe that anything thing he writes is interesting. The result is a terrible lack of concision and lack of structure.     Result- tedium,0
Five Stars Best DVD I have seen in ages. Cried.,1
50 Shades Grey A bad writer with a low original plot. More appropriate for a Playboy magazine story than a 'serious book'<br />Obviously E. L. James chooses to play safe using sex/erotic plot as a sure bet to sell books.,0
Five Stars One of the greatest albums I have ever heard.,1
"A lot of hocus pocus? Not quite sure what I was expecting here, having only read ( I think)  'The Illustrated Man' in my far-off youth; what I wanted was a creepy, thought-provoking novel about impending evil, with, given Bradbury's screenwriting experience, terse prose and plausible dialogue. The book has a reputation as a classic, but if there's one thing you should never pay attention to when it comes to books (or films, or restaurants, or the opposite sex, or anything really), it's reputation.<br />What we have is something that reads like an almost plotless literary experiment. One late October day, a strange carnival, Cooger & Dark's Pandemonium Shadow Show comes to Green Town, Illinois. Two thirteen year-old boys, excitable, annoying Will Halloway, and his more troubled friend Jim Nightshade, become attracted/repelled by the carnie's bizarre acts and rides (most notably a merry-go-round that can alter a rider's age), and are then dragged into a life and death struggle with the carnival's owner, Mr Dark, The Illustrated Man.<br />The boys do a lot of running hither and thither, a lot of climbing in and out of their bedroom windows and a lot of shouting of each other's names. There are many unwelcome homilies to the wonder of books (Will's father Charles works in the local, amazingly well-stocked library) and long pontificating on the nature of evil.  Italics and exclamation marks litter the prose in a way that almost every modern writer would disdain. The prose itself is verbose, baroque and bloated with adjectives and hybrid phrases...as in this description of Mr Dark: 'Mr Dark came carrying his panoply of friends, his jewel-case assortment of calligraphical reptiles which lay sunning themselves at midnight on his flesh. With him strode the stich-linked Tyrannosaurus Rex, which lent to his haunches a machined and ancient wellspring mineral-oil glide. As the thunder lizard strode, all glass-bead pomp, so strode Mr Dark armored with vile lightning scribbles of carnivores and sheep-blasted by that thunder and arun before storms of juggernaut flesh...' (there are another hundred words of this). Eyes are 'fright-coloured', teeth 'panic-coloured', hands are 'snug-clapped' to mouths, and Bradbury seems to be on a mission to use the words 'shadow' and 'moon' as often as possible.<br />It would be a dull world, obvs, where everyone wrote like Hemingway, but to me this kind of faux-poetry is stodgy, and worse, obscures meaning, and even worse than that, kills tension and scariness. Though there are truly unsettling concepts in the book, the runaway-train exuberance of the prose and the ambling, goes-nowhere story means they are seriously under-explored.<br />Charles Halloway's own analysis of the kind of books he imagined himself writing sums up Bradbury's novel: \\""""Now it all seemed fireworks, done for color, sound, the high architecture of words, to dazzle the boys, powder his ego, but with no mark left on retina or mind after the color and sound faded; a mere exercise in self-declamation'.",0
Four Stars interesting,1
"Brilliant album with plenty of unique sounds listened to it in the car for a week, was nice to get a different style for a change. Highly recommend buying it.",1
"I worked with kids and use it with them. ... I worked with kids and use it with them. Lots of different card and each card is personalised and has lots of detail.<br />I could see how i could also be used for adults.<br />If you are considering it, worth a buy.",0
Five Stars Thanks,1
rubbish had a very disappointed 4yearold as dvd wouldn't play on his dvd player will think twice about buying on internet,0
"great app This app is the best app ever! Has never glitches or any thing, it's great!!!! It's great fun for every one! ;-)",1
"A little disappointing! I got quite lucky buying this from amazon, think they made an error with the price, so i got it for £52! Sold my old copies of the albums and ended up with a tidy profit! However i would have been pretty disappointed paying any more than £100 for it!  Was looking forward to receiving the item and when i did, my first impression again was disappointment! The box i found to lack quality for such a prolific band, the cd's cases are quite flimsy and fiddly when getting them out of the box and when trying to get the cd's and booklets out and back in them again it was to be a pretty painful experience and overtime the cases will become very worn! The material in the booklets is very limited especially in comparison to the beatles box set and remastered albums, much better quality and value for money!  The music on the discs has slightly better sound, but whether this constitutes in buying the newly remastered cd's i would say definitely not!! If you have these albums already I wouldn't bother with this, unless you got it at a cut down price like myself! I would summarise by saying the packaging is a major let down, which could have been made so much better, the music is still good as it was!",0
Five Stars Excellent,1
"dull Pretty boring after the first 10 minutes, it's my own fault for trying a kid's game!",0
"The worst remixes ever?! What a rubbish album! Do yourself a favor and preview it on iTunes before buying to avoid a bitter disappointment. That's all I've got to say about it. Well... the cover is good, Gaga looks cool and pretty, but remixes are so uncool and so so boring, words can't describe.",0
"Good product. I have bought 3 CDs at the ... Product line with expectations.<br />Good product.<br /><br />I have bought 3 CDs at the same time and they charged me for each of them but send me them in 2 parcels with exactly the same postage. No interest to make a grouping purchase they won't make a single commercial initiative, a bit disappointed...",0
Five Stars Nice Item ^ ^,1
tedious unless you're a lover of the tedious or flowers don't bother. Not a book I would have naturally picked up in a bookshop.,0
"Not so Kick-ass after all I'll get this out of the way first. I think the movie was better. I generally enjoy Millar's work, being a big fan of the Ultimates and Old Man Logan, but Kick-ass is a thoroughly depressing puerile mess.    THe movie, while it was pretty dark, also had a lot of light moments to balance it out as well as having a, perhaps unrealistic, but ultimately feel-good ending. The comic has no such luck. The main character is a fairly accurate representation of a teenager in many ways, but this also makes him a thoroughly unlikeable person and it's pretty hard to root for him in some cases. Perhaps it is a true interpretation of what this guy would be like, but that doesn't make for a fun read.    Millar seems to have written a lot of the stuff in here for shock value and to create as much violent confrontations as possible. Admittedly the movie is violent too, but the way it's shot manages to not make it disgusting. Every panel of kick-ass is drenched in blood and Romita Jr's ugly art style doesn't help at all. There's also a lot of moments that make the supporting characters out to be even more ****ed up than they are in the film such as Big Daddy and Red Mist.    Ultimately, Kick-ass is not necessarily badly written, it's a competent idea with great potential, but Millar's used it as an excuse to be as violent, sweary and depressing as possible. If you have a cynical view on life this'll be right up your street.",0
"addictive It is quite addictive but like gambling, it is down to what the game produces in lines. Skill needed but still down to odds.",0
"Great book for marvel enthusiast Bought this for a huge superhero fan who was my best man & he loved it, very in depth, highly recommended!!",1
"Great to see and hear ACDC back again Great to see and hear ACDC back again ,especially with the troubled year they've had. To be honest I'm generally impressed with overall sound of the album, I like the riffs, I like the approach to the music, the guitars sound &#34;right&#34;, it genuinely sounds &#34;fresh&#34; whilst being classic ACDC. What is incredible frustrating is the very poor, &#34;rushed&#34; lyrics and song titles. To me the riffs were created sometime ago by Malcolm and angus, they've probably got at least ten albums worth laid down somewhere ready to go ! I just wish they would have taken more time to come up with lyrics & choruses ( sadly lacking in most albums from the band in recent memory ) . They had the time, nobody was in a rush for the album to come out . Great Music, Poor Lyrics.",0
"good for work,fun and reminders GREAT!!! This is brilliant if you need to work<br />Or you can just have fun drawing<br />And you can remember stuff (e.g) if yo need a cake recipe wringer it down here over all 5 STARS",1
meh comme si comme ca the book is goof but you need to have a strong knowledge for the on goings at the time but other than that its pretty damn decent,0
"Mistake I've spent a lot of time deliberating which version is more worth buying: ordinary or deluxe edition. Ultimately I decided for the latter option due to not huge difference in prize. And I was wrong. I knew Heaven anhd Hell very well as absolutely great album with incredible Dio's vocal (however not reaching the hights he showed with Rainbow), but hadn't got it in my collection. The first disc is an unchanged (luckily) version of the album. The second contains concert and bbc versions and I hope noone else will fall for buying it. The songs not only bring nothing new but are awfully mixed with Dio's vocal sounds like from a well with great difficulty to go through vibrating music.  Normally Heaven and Hell would have five stars as it deserves. I think I don't have to explain I don't like any album standing on the shelf uselessly, even when it relates only to part of it. What a pity.",0
Five Stars Good and well funny film.  It's a must in my house at Christmas,1
Three Stars not a good 3d,0
"fun little game Paying this with my son, good fun to see who can get the best dragons and not violent for a change :)",1
"Needed a 'Filip' ! Well, after all the hype surrounding this movie, it's actually just okay and seems to me as if it cries out to be a 15 and not the 12 that it was chosen to be rated. It's based on fact, so some extra dramatization was, in my view, desperately called for here. Without the obvious talent of Hanks, I would even have dropped this to two stars. It's just not very exciting, gripping, or in any particular way, captivating. And the talk of Barkhad Abdi sailing off into the sunset with a Best Supporting Actor nomination in frankly ludicrous - he does ok, but just okay, IMHO. Maybe he gets the sympathy vote, i.e. 'Somalian street kid does good' and all that. Don't be taken in! Also,given the known terror dangers within those waters off Somalia, why on earth arn't these ships armed with machine guns, grenades etc to 'take out' the perpetrators. The final scene on the outboard is neither tense or anything else, but it is rather claustrophobic with, ok, a bloody shoot out, but then it's the end and it rather leaves you thinking ( or at least if left ME thinking) umm ...wanted rather more... Short-changed,disappointing.",0
Amazing It is amazing,1
Five Stars This was excellent,1
Disc 6 can't play? Disc  6 can't play? Can you forward me your address so I can send it back to you,0
"a very good book the pratchett  I love it ,it carried me from start to finish I could not put it down for wondering what would happen next",1
"One Star absolute rubbish, no scene to the game at all!",0
"Billy Baird was here.;&quot;) Annoying, because when you commit to it you expect reward for being a customer that has chosen their game, however they see the customer as a potential target for selling their in-game tokens, a bit like an arcade, except these guys don't advertise the risk. I don't however feel the pull towards having to know the answer, it's just so... irrelevant. ;&quot;), posted to get twenty tokens.",0
"C Pass but could do better With all of the 5 star reviews I feel I'm bursting the bubble somewhat, but reading a couple of less than 5 star reviews, I feel I share their sentiment.  I haven't bought a Hard Rock album for a little while as there has been little to stand out from the usual formula.   After dipping my toe into the first album \\""""One Day Remains\\"""" when it first came out (on the strength of Creed), I wanted to love this band but every time I played the album, I found it difficult to play it right through. Whilst the music is well executed, it sounds the same on most tracks. The new magic sound, or style I'm looking for is missing.   I guess I'm looking for the kick I got when when I first played P.O.D. Satellite (the first few tracks are amazing). It's the wow factor that is missing from Alter Bridge! They are very accomplished as musicians but I can't help feeling they can do much much better.  In \\""""One Day Remains\\"""", Myles Kennedy does have impressive vocals and he seems to effortlessly hit the notes. But it seems to me that he doesn't know how to get the most out of it. After a few songs I got tired of his droaning. It's like Maradona when he was 5 stone overweight.  So onto \\""""Blackbird\\"""" and given the 5 star reviews I was hoping for a treat. The first track does not disappoint. Ties That Bind hits the spot! Strong riff to start, drums kick in, every now and then the offbeat, deep vocal start, more driving riffs, followed by power in the vocals. That little pause, that explosion of vocal, nothing new, but so well done! Cool!  But sadly the album fades from here...  The only other highlight is \\""""Before Tomorrow Comes\\"""". Wow! Melodic opening, deep vocals again, the uplift of the vocals, the power of the song gives you the goosebumps, wahhh a ahhh a a awah, superb. This should be shouting single all the way up the charts!  Rise Today immediately follows but the lyrics remind me of a Def Leppard effort. Oh dear, so close but no cigar.  So what is wrong with this album? It's fair to say it'sworth a listen. But how many people who buy it, will sort of initially like it and then shuffle it to the back of their collection.   Alter Bridge are defined by their guitar work and vocals. They need to play back the songs and be ruthless with anything less than perfect. Harsh but fair. Maybe a producer like Mutt Lang can turn them from very good and make the sound great. I'll buy the 3rd album with hope whenever it comes out. I hope the band are critcial with this one",0
BEST YOUTUBE APP OUT THERE I will recommend this to youtube fans out there because I searched every where for a youtube app and finally found it! There are adds that pop up when u pause a video but other than that it's AMAZNG!,1
Four Stars Good clear results,1
"Its the great rock and roll swindle itself! Only its not rock and roll at all really right bono?    Words cannot really describe my contempt for this most over-rated and unworthy of bands. so what have we here then? well - start with the cover - a semi-pornographic picture of a man about to commit oral sex on another under the title 'songs of innocence'. Oh, how 'artistic' we are these days eh bono? How 'modern age' we are.    Then we have the next move - giving this away 'free' on itunes. Only you see, its not really 'free' cos the band were paid 100 million for doing it! only a band as rich and contrived as this would pull such a stunt. Get with the modern age they say! give your music away free! (only it wasnt free right bono?) never mind the thousands of bands out there struggling to get their music heard and bought and trying to make a living in this most treacherous of businesses - give your music away for nothing! (only it wasnt for nothing was it bono?)    So now we come to the music. Oh look, a song to kick the album off dedicated to joey ramone. wow, how cool can you be eh bono you lame, contrived worthless peice of excrement? but i digress - sorry - the music - well, you know how it goes. its shimmery, its shiny. its big jangly guitars over a a glossy sheeny production. Spineless , souless, passionless.  And these pretenders have the gall to call themselves a rock band!    Oh yes you bet your life i hate this band. As for the poor saps who actually go out there and buy into this swindle - i feel a bit sorry for you as obviously something is very amiss in your lives",0
"Do not buy used copies I did not know this book provide an access code to a self-assessment, which I was not able to access because I bought a used version and the code has already been used by the first-owner. It is a shame, I am now having difficulty purchasing a new code and it costs more than a new copy anyway :-( gutted!",0
Three Stars good,0
Impossible to put down!! Stunning book Impossible to put down reads like a Hollywood Blockbuster. Well researched and beautifully written with a main character that will have you rooting for him as he tries to survive on the desolate Red Planet using science and ingenuity. A truly stunning debut novel from Andy Weir and I for one cannot wait for his next one.,1
"Five Stars excellent -  delivery , condition, plays well, and the price was fantastic, what more can i say.",1
"Great I thought it was great, very detailed and descriptive.  I don't normally read this type of book but i throughly enjoyed it :-)",1
Five Stars Awesome album from linkin park. One of the best,1
What a shame Some good bits but got quite boring in the middle. Watch this if you have nothing better to do. The monsters look very unrealistic aswell.,0
CELINE DION The album arrived within three days.  I ordered the album for one particular song so it would be unfair of me to leave feedback for the whole album.  But delivery was prompt with no problems.,0
This was a DVD with many faults so I sent ... This was a DVD with many faults so I sent it back I only got part of my money returnd,0
"I wanted to like this book I wanted to like this book, as I have enjoyed all of the authors other work. However, it was just a bit meh. Felt it was slow and didn't keep my interest at all",0
amazing The best book of the series.,1
Does not contain digital copy! Beware this is a scam as it does not contain a digital copy as is advertised.  Returned for refund. To be expected from FOX,0
"... stars if it wasn't for the occasional bursts of brilliant writing, of deep insights into a persons mind I would have given it two stars if it wasn't for the occasional bursts of brilliant writing, of deep insights into a persons mind, in ways that make you relate. The rest of it to me was too much of a chic-lit. All gossipy and girly and just hollow, there seemed to be little point to it.",0
Five Stars A truly brilliant film!,1
"quite good If you like sims type games its alright. Game constantly crashes on me so quite annoying but progress is saved. On the whole, fills a time gap for me",0
"What's it all about - Alfie Didn't understand what this sleep inducing nonsense was all about. It was certainly very dull and poorly crafted. The difference in the volume between the deafening action sequences and the very quietly whispered dialogue meant that - when I was awake - the volume button on the remote was in constant use, even my wife, who is very tolerant of this sort film making, became annoyed.<br />I have always made myself stay well clear of anything that has academy awards stuck to it - I didn't this time and paid the price !",0
One Star Bit boring Verey less action and orded 3d but it just a blue ray,0
"Lacks something Visually impressive, The particularly Dali-esque cover let's you know that to look at this movie will be beautiful BUT despite all the various characters and cultures with the storylines - I find myself slightly bored after just 40 mins of it. Something just didn't grab me with this film, I can not quite put my finger on what Is lacking. I did watch it to the end and I am not sure if for me it was more the acting that I found dry. On the contrary the little girl is a fabulous little actress.May give it one more go but for now after the hype I have read I think 2 out of 5 is where I feel best for me.",0
It just gets better and better. What an a amazing read! Well written and fantastic story that just gets better with every book. To call it a page turner is an understatement. The best series I have read are definitely the A song of ice and fire books. I have recommended it to few who agree with me and I now have recommend it to the world. Can't wait for the next book to arrive.,1
Two Stars bought for my granddaughter who loves it,0
"I like running and I like Murakami but this book was truly a chore I was really excited by this book as I'd read a couple of Murakami books and thoroughly enjoyed them. I'd heard someone speaking of this book as finally capturing the moment of zen that is running.    Perhaps it does, but if so it is within a few tucked away sentences. The idea that the thrill of running could be communicated by over a hundred pages of monotonic, drab descriptions of yet another marathon is just depressing - surely there's so much more to it? There certainly is to Murakami.    I think this book had a lot of potential. Occasionally it turns autobiographical which provides us with a slight relief and you learn a fair bit about running. Ultimately, however, there is only enough content for a chapter of a book.",0
